CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_INI_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA
15.527.906/0001-36;2019-03-31;1;BIOSEV S.A.;22845;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.02;Custo dos Bens e/ou Serviços Vendidos;-5642200.00
15.527.906/0001-36;2019-03-31;1;BIOSEV S.A.;22845;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.03;Resultado Bruto;306349.00
15.527.906/0001-36;2019-03-31;1;BIOSEV S.A.;22845;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.03;Resultado Bruto;589972.00
15.527.906/0001-36;2019-03-31;1;BIOSEV S.A.;22845;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.04;Despesas/Receitas Operacionais;-878887.00
15.527.906/0001-36;2019-03-31;1;BIOSEV S.A.;22845;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.04;Despesas/Receitas Operacionais;-602220.00
15.527.906/0001-36;2019-03-31;1;BIOSEV S.A.;22845;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.04.01;Despesas com Vendas;-271560.00
15.527.906/0001-36;2019-03-31;1;BIOSEV S.A.;22845;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.04.01;Despesas com Vendas;-209393.00
15.527.906/0001-36;2019-03-31;1;BIOSEV S.A.;22845;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.04.02;Despesas Gerais e Administrativas;-346081.00
15.527.906/0001-36;2019-03-31;1;BIOSEV S.A.;22845;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.04.02;Despesas Gerais e Administrativas;-255714.00
15.527.906/0001-36;2019-03-31;1;BIOSEV S.A.;22845;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.00
15.527.906/0001-36;2019-03-31;1;BIOSEV S.A.;22845;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.00
15.527.906/0001-36;2019-03-31;1;BIOSEV S.A.;22845;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.04.04;Outras Receitas Operacionais;122082.00
15.527.906/0001-36;2019-03-31;1;BIOSEV S.A.;22845;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.04.04;Outras Receitas Operacionais;148412.00
15.527.906/0001-36;2019-03-31;1;BIOSEV S.A.;22845;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.04.05;Outras Despesas Operacionais;-378249.00
15.527.906/0001-36;2019-03-31;1;BIOSEV S.A.;22845;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.04.05;Outras Despesas Operacionais;-274152.00
15.527.906/0001-36;2019-03-31;1;BIOSEV S.A.;22845;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.04.06;Resultado de Equivalência Patrimonial;-5079.00
15.527.906/0001-36;2019-03-31;1;BIOSEV S.A.;22845;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.04.06;Resultado de Equivalência Patrimonial;-11373.00
15.527.906/0001-36;2019-03-31;1;BIOSEV S.A.;22845;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;-572538.00
15.527.906/0001-36;2019-03-31;1;BIOSEV S.A.;22845;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;-12248.00
15.527.906/0001-36;2019-03-31;1;BIOSEV S.A.;22845;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.06;Resultado Financeiro;-1118329.00
15.527.906/0001-36;2019-03-31;1;BIOSEV S.A.;22845;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.06;Resultado Financeiro;-1373080.00
15.527.906/0001-36;2019-03-31;1;BIOSEV S.A.;22845;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.06.01;Receitas Financeiras;52031.00
15.527.906/0001-36;2019-03-31;1;BIOSEV S.A.;22845;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.06.01;Receitas Financeiras;138515.00
15.527.906/0001-36;2019-03-31;1;BIOSEV S.A.;22845;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.06.02;Despesas Financeiras;-1170360.00
15.527.906/0001-36;2019-03-31;1;BIOSEV S.A.;22845;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.06.02;Despesas Financeiras;-1511595.00
15.527.906/0001-36;2019-03-31;1;BIOSEV S.A.;22845;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.07;Resultado Antes dos Tributos sobre o Lucro;-1690867.00
15.527.906/0001-36;2019-03-31;1;BIOSEV S.A.;22845;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.07;Resultado Antes dos Tributos sobre o Lucro;-1385328.00
15.527.906/0001-36;2019-03-31;1;BIOSEV S.A.;22845;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;420992.00
15.527.906/0001-36;2019-03-31;1;BIOSEV S.A.;22845;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;186198.00
15.527.906/0001-36;2019-03-31;1;BIOSEV S.A.;22845;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.08.01;Corrente;0.00
15.527.906/0001-36;2019-03-31;1;BIOSEV S.A.;22845;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.08.01;Corrente;0.00
15.527.906/0001-36;2019-03-31;1;BIOSEV S.A.;22845;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.08.02;Diferido;0.00
15.527.906/0001-36;2019-03-31;1;BIOSEV S.A.;22845;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.08.02;Diferido;0.00
15.527.906/0001-36;2019-03-31;1;BIOSEV S.A.;22845;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.09;Resultado Líquido das Operações Continuadas;-1269875.00
15.527.906/0001-36;2019-03-31;1;BIOSEV S.A.;22845;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.09;Resultado Líquido das Operações Continuadas;-1199130.00
15.527.906/0001-36;2019-03-31;1;BIOSEV S.A.;22845;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.10;Resultado Líquido de Operações Descontinuadas;0.00
15.527.906/0001-36;2019-03-31;1;BIOSEV S.A.;22845;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.10;Resultado Líquido de Operações Descontinuadas;0.00
15.527.906/0001-36;2019-03-31;1;BIOSEV S.A.;22845;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.00
15.527.906/0001-36;2019-03-31;1;BIOSEV S.A.;22845;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.00
15.527.906/0001-36;2019-03-31;1;BIOSEV S.A.;22845;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.00
15.527.906/0001-36;2019-03-31;1;BIOSEV S.A.;22845;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.00
15.527.906/0001-36;2019-03-31;1;BIOSEV S.A.;22845;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.11;Lucro/Prejuízo Consolidado do Período;-1269875.00
15.527.906/0001-36;2019-03-31;1;BIOSEV S.A.;22845;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.11;Lucro/Prejuízo Consolidado do Período;-1199130.00
15.527.906/0001-36;2019-03-31;1;BIOSEV S.A.;22845;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.11.01;Atribuído a Sócios da Empresa Controladora;-1269833.00
15.527.906/0001-36;2019-03-31;1;BIOSEV S.A.;22845;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.11.01;Atribuído a Sócios da Empresa Controladora;-1198708.00
15.527.906/0001-36;2019-03-31;1;BIOSEV S.A.;22845;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.11.02;Atribuído a Sócios Não Controladores;-42.00
15.527.906/0001-36;2019-03-31;1;BIOSEV S.A.;22845;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.11.02;Atribuído a Sócios Não Controladores;-422.00
51.466.860/0001-56;2019-03-31;1;SAO MARTINHO S.A.;20516;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.01;Receita de Venda de Bens e/ou Serviços;3435700.00
51.466.860/0001-56;2019-03-31;1;SAO MARTINHO S.A.;20516;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.01;Receita de Venda de Bens e/ou Serviços;3360362.00
51.466.860/0001-56;2019-03-31;1;SAO MARTINHO S.A.;20516;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.02;Custo dos Bens e/ou Serviços Vendidos;-2336341.00
51.466.860/0001-56;2019-03-31;1;SAO MARTINHO S.A.;20516;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.02;Custo dos Bens e/ou Serviços Vendidos;-2488932.00
51.466.860/0001-56;2019-03-31;1;SAO MARTINHO S.A.;20516;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.03;Resultado Bruto;1099359.00
51.466.860/0001-56;2019-03-31;1;SAO MARTINHO S.A.;20516;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.03;Resultado Bruto;871430.00
51.466.860/0001-56;2019-03-31;1;SAO MARTINHO S.A.;20516;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.04;Despesas/Receitas Operacionais;-299678.00
51.466.860/0001-56;2019-03-31;1;SAO MARTINHO S.A.;20516;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.04;Despesas/Receitas Operacionais;-173408.00
51.466.860/0001-56;2019-03-31;1;SAO MARTINHO S.A.;20516;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.04.01;Despesas com Vendas;-119778.00
51.466.860/0001-56;2019-03-31;1;SAO MARTINHO S.A.;20516;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.04.01;Despesas com Vendas;-97367.00
51.466.860/0001-56;2019-03-31;1;SAO MARTINHO S.A.;20516;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.04.02;Despesas Gerais e Administrativas;-180070.00
51.466.860/0001-56;2019-03-31;1;SAO MARTINHO S.A.;20516;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.04.02;Despesas Gerais e Administrativas;-194925.00
51.466.860/0001-56;2019-03-31;1;SAO MARTINHO S.A.;20516;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.00
51.466.860/0001-56;2019-03-31;1;SAO MARTINHO S.A.;20516;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.00
51.466.860/0001-56;2019-03-31;1;SAO MARTINHO S.A.;20516;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.04.04;Outras Receitas Operacionais;3164.00
51.466.860/0001-56;2019-03-31;1;SAO MARTINHO S.A.;20516;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.04.04;Outras Receitas Operacionais;119124.00
51.466.860/0001-56;2019-03-31;1;SAO MARTINHO S.A.;20516;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.04.05;Outras Despesas Operacionais;0.00
51.466.860/0001-56;2019-03-31;1;SAO MARTINHO S.A.;20516;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.04.05;Outras Despesas Operacionais;0.00
51.466.860/0001-56;2019-03-31;1;SAO MARTINHO S.A.;20516;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.04.06;Resultado de Equivalência Patrimonial;-2994.00
51.466.860/0001-56;2019-03-31;1;SAO MARTINHO S.A.;20516;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.04.06;Resultado de Equivalência Patrimonial;-240.00
51.466.860/0001-56;2019-03-31;1;SAO MARTINHO S.A.;20516;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;799681.00
51.466.860/0001-56;2019-03-31;1;SAO MARTINHO S.A.;20516;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;698022.00
51.466.860/0001-56;2019-03-31;1;SAO MARTINHO S.A.;20516;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.06;Resultado Financeiro;-177135.00
51.466.860/0001-56;2019-03-31;1;SAO MARTINHO S.A.;20516;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.06;Resultado Financeiro;-318788.00
51.466.860/0001-56;2019-03-31;1;SAO MARTINHO S.A.;20516;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.06.01;Receitas Financeiras;164089.00
51.466.860/0001-56;2019-03-31;1;SAO MARTINHO S.A.;20516;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.06.01;Receitas Financeiras;147541.00
51.466.860/0001-56;2019-03-31;1;SAO MARTINHO S.A.;20516;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.06.02;Despesas Financeiras;-341224.00
51.466.860/0001-56;2019-03-31;1;SAO MARTINHO S.A.;20516;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.06.02;Despesas Financeiras;-466329.00
51.466.860/0001-56;2019-03-31;1;SAO MARTINHO S.A.;20516;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.07;Resultado Antes dos Tributos sobre o Lucro;622546.00
51.466.860/0001-56;2019-03-31;1;SAO MARTINHO S.A.;20516;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.07;Resultado Antes dos Tributos sobre o Lucro;379234.00
51.466.860/0001-56;2019-03-31;1;SAO MARTINHO S.A.;20516;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;-130840.00
51.466.860/0001-56;2019-03-31;1;SAO MARTINHO S.A.;20516;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;-65189.00
51.466.860/0001-56;2019-03-31;1;SAO MARTINHO S.A.;20516;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.08.01;Corrente;-71218.00
51.466.860/0001-56;2019-03-31;1;SAO MARTINHO S.A.;20516;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.08.01;Corrente;-31606.00
51.466.860/0001-56;2019-03-31;1;SAO MARTINHO S.A.;20516;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.08.02;Diferido;-59622.00
51.466.860/0001-56;2019-03-31;1;SAO MARTINHO S.A.;20516;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.08.02;Diferido;-33583.00
51.466.860/0001-56;2019-03-31;1;SAO MARTINHO S.A.;20516;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.09;Resultado Líquido das Operações Continuadas;491706.00
51.466.860/0001-56;2019-03-31;1;SAO MARTINHO S.A.;20516;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.09;Resultado Líquido das Operações Continuadas;314045.00
51.466.860/0001-56;2019-03-31;1;SAO MARTINHO S.A.;20516;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.10;Resultado Líquido de Operações Descontinuadas;0.00
51.466.860/0001-56;2019-03-31;1;SAO MARTINHO S.A.;20516;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.10;Resultado Líquido de Operações Descontinuadas;0.00
51.466.860/0001-56;2019-03-31;1;SAO MARTINHO S.A.;20516;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.00
51.466.860/0001-56;2019-03-31;1;SAO MARTINHO S.A.;20516;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.00
51.466.860/0001-56;2019-03-31;1;SAO MARTINHO S.A.;20516;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.00
51.466.860/0001-56;2019-03-31;1;SAO MARTINHO S.A.;20516;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.00
51.466.860/0001-56;2019-03-31;1;SAO MARTINHO S.A.;20516;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.11;Lucro/Prejuízo Consolidado do Período;491706.00
51.466.860/0001-56;2019-03-31;1;SAO MARTINHO S.A.;20516;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.11;Lucro/Prejuízo Consolidado do Período;314045.00
51.466.860/0001-56;2019-03-31;1;SAO MARTINHO S.A.;20516;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.11.01;Atribuído a Sócios da Empresa Controladora;491706.00
51.466.860/0001-56;2019-03-31;1;SAO MARTINHO S.A.;20516;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.11.01;Atribuído a Sócios da Empresa Controladora;314045.00
51.466.860/0001-56;2019-03-31;1;SAO MARTINHO S.A.;20516;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-04-01;2018-03-31;3.11.02;Atribuído a Sócios Não Controladores;0.00
51.466.860/0001-56;2019-03-31;1;SAO MARTINHO S.A.;20516;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-04-01;2019-03-31;3.11.02;Atribuído a Sócios Não Controladores;0.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-03-01;2018-02-28;3.01;Receita de Venda de Bens e/ou Serviços;4662940.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-03-01;2019-02-28;3.01;Receita de Venda de Bens e/ou Serviços;4748825.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-03-01;2018-02-28;3.02;Custo dos Bens e/ou Serviços Vendidos;-3512469.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-03-01;2019-02-28;3.02;Custo dos Bens e/ou Serviços Vendidos;-3527068.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-03-01;2018-02-28;3.03;Resultado Bruto;1150471.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-03-01;2019-02-28;3.03;Resultado Bruto;1221757.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-03-01;2018-02-28;3.04;Despesas/Receitas Operacionais;-750897.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-03-01;2019-02-28;3.04;Despesas/Receitas Operacionais;-839776.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-03-01;2018-02-28;3.04.01;Despesas com Vendas;-543576.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-03-01;2019-02-28;3.04.01;Despesas com Vendas;-631117.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-03-01;2018-02-28;3.04.02;Despesas Gerais e Administrativas;-238629.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-03-01;2019-02-28;3.04.02;Despesas Gerais e Administrativas;-292867.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-03-01;2018-02-28;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-03-01;2019-02-28;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-03-01;2018-02-28;3.04.04;Outras Receitas Operacionais;33181.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-03-01;2019-02-28;3.04.04;Outras Receitas Operacionais;85204.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-03-01;2018-02-28;3.04.05;Outras Despesas Operacionais;0.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-03-01;2019-02-28;3.04.05;Outras Despesas Operacionais;0.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-03-01;2018-02-28;3.04.06;Resultado de Equivalência Patrimonial;-1873.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-03-01;2019-02-28;3.04.06;Resultado de Equivalência Patrimonial;-996.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-03-01;2018-02-28;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;399574.00
64.904.295/0001-03;2019-02-28;1;CAMIL ALIMENTOS S.A.;24228;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-03-01;2019-02-28;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;381981.00
